recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max,raw_recording_id,confidence,has_other
1d76cb226_140,21,1,49.711999999999996,3281.25,50.8053,4125.0,1d76cb226,0.058359939604997635,1
1d949c49d_141,15,1,33.6427,93.75,36.9867,1125.0,1d949c49d,0.9785189628601074,0
1e05620be_142,12,1,38.4587,562.5,41.5947,3281.25,1e05620be,0.892862856388092,0
1e0e340e1_143,6,1,44.0533,562.5,46.1973,4406.25,1e0e340e1,0.9972836971282959,0
1e469c124_144,15,1,28.1493,93.75,31.4933,1125.0,1e469c124,0.044645246118307114,1
1eb2a9113_145,7,1,28.4693,4687.5,31.6107,11437.5,1eb2a9113,0.26355764269828796,1
1ef3e2282_146,16,4,24.4587,3093.75,26.2933,4593.75,1ef3e2282,0.9986949563026428,0
1f0fe1c7e_147,22,1,30.3733,10687.5,31.9787,13687.5,1f0fe1c7e,0.9992879033088684,0
1f2260885_148,11,1,7.0531,1808.79,8.1908,5684.77,1f2260885,0.9996888637542725,0
1f5dd26db_149,8,1,6.0907,3750.0,10.2133,5531.25,1f5dd26db,0.9935750365257263,0
1fb41e1c4_150,18,1,13.872,3187.5,14.5653,5062.5,1fb41e1c4,0.12263544648885727,1
1fb94ae60_151,2,1,48.2453,468.75,50.0213,3000.0,1fb94ae60,0.9997425675392151,0
1fbc39373_152,16,4,34.3947,3093.75,36.2293,4593.75,1fbc39373,0.9995569586753845,0
1fd650183_153,4,1,35.135999999999996,2343.75,36.992,4218.75,1fd650183,0.997962236404419,0
1ffa43aae_154,13,1,29.7067,93.75,30.3307,843.75,1ffa43aae,0.8569844961166382,1
200656f13_155,23,4,35.1086,6459.96,43.0324,11627.9,200656f13,0.9987347722053528,0
2026bced7_156,12,1,49.8987,562.5,53.0347,3281.25,2026bced7,0.36799320578575134,1
20801bb7d_157,4,1,1.9093,2343.75,3.7653,4218.75,20801bb7d,0.9976630210876465,0
20be88a43_158,6,1,12.9653,562.5,14.9867,3187.5,20be88a43,0.9999454021453857,0
20de9e491_159,15,1,54.464,93.75,57.808,1125.0,20de9e491,0.9994742274284363,0
2105bda77_160,11,1,49.0812,1808.79,50.218999999999994,5684.77,2105bda77,0.9890150427818298,0
215bb7a8d_161,11,1,41.0006,1808.79,42.1384,5684.77,215bb7a8d,0.9420762658119202,1
21c9f1ba3_162,8,1,11.8347,3750.0,15.9573,5531.25,21c9f1ba3,0.9941126704216003,0
21e2f2977_163,15,1,22.384,93.75,25.728,1125.0,21e2f2977,0.9998617172241211,0
21e2f2977_164,15,1,26.3307,93.75,29.6747,1125.0,21e2f2977,0.9978622794151306,0
22050fe3f_165,19,1,56.623999999999995,281.25,58.176,2812.5,22050fe3f,0.9993263483047485,0
226ce47d9_166,23,1,36.9371,7235.16,43.0208,11283.4,226ce47d9,0.9369807839393616,1
22a2faf44_167,13,1,19.232,93.75,19.855999999999998,843.75,22a2faf44,0.018439756706357002,1
22b46c334_168,8,1,12.7787,3750.0,16.9013,5531.25,22b46c334,0.9919439554214478,0
22bfc5978_169,5,1,46.6187,4781.25,48.9707,10406.2,22bfc5978,0.9907213449478149,0
22da462f9_170,1,1,8.816,3843.75,9.712,5625.0,22da462f9,0.044356390833854675,1
22eaad9ca_171,22,1,52.4,10687.5,54.0053,13687.5,22eaad9ca,0.9999697208404541,0
2319eb4b4_172,18,1,25.631999999999998,3187.5,26.3253,5062.5,2319eb4b4,0.9483111500740051,1
2322ec1d3_173,3,1,59.2533,1031.25,59.9947,2812.5,2322ec1d3,0.17051683366298676,1
23363116f_174,23,1,8.3998,7235.16,14.4834,11283.4,23363116f,0.9443190693855286,0
2337c4af2_175,22,1,14.272,10687.5,15.8773,13687.5,2337c4af2,0.9396530389785767,0
2393b59e0_176,23,1,31.4688,7235.16,37.5525,11283.4,2393b59e0,0.9618290066719055,1
23adb9473_177,20,1,51.504,2343.75,54.943999999999996,5718.75,23adb9473,0.7577643394470215,1
247aeccaf_178,9,1,19.7227,843.75,23.2853,5718.75,247aeccaf,0.9812877774238586,0
247d81f2b_179,1,1,29.695999999999998,3843.75,30.592,5625.0,247d81f2b,0.9993460774421692,0
24aac801a_180,1,1,46.4,3843.75,47.29600000000001,5625.0,24aac801a,0.9982984662055969,0
251569711_181,4,1,18.2133,2343.75,20.0693,4218.75,251569711,0.9979128241539001,0
251737ef0_182,0,1,35.9307,5906.25,36.7253,8250.0,251737ef0,0.9955247640609741,0
25218b040_183,8,1,6.2827,3750.0,10.4053,5531.25,25218b040,0.1349911093711853,1
25c229018_184,6,1,6.5013,562.5,8.6453,4406.25,25c229018,0.9999901056289673,0
25de8315e_185,1,1,52.5387,3843.75,53.4347,5625.0,25de8315e,0.8684631586074829,0
266e8b635_186,6,1,42.8427,562.5,44.9867,4406.25,266e8b635,0.9999600648880005,0
2695a2878_187,23,1,45.3486,7235.16,51.4322,11283.4,2695a2878,0.9855595827102661,0
2717a930e_188,8,1,14.175999999999998,3750.0,18.2987,5531.25,2717a930e,0.9976217150688171,0
275a0fc0c_189,15,1,35.4667,93.75,38.8107,1125.0,275a0fc0c,0.973701536655426,1
27b26fe5d_190,19,1,55.104,281.25,56.65600000000001,2812.5,27b26fe5d,0.9945435523986816,0
27c146a88_191,17,4,26.7733,1312.5,29.3067,7406.25,27c146a88,0.36320382356643677,1
27c78408d_192,19,1,14.128,281.25,15.68,2812.5,27c78408d,0.9991682767868042,0
281865590_193,0,1,48.0587,5906.25,48.8533,8250.0,281865590,0.9989616870880127,0
287bf77ec_194,2,1,12.1813,468.75,13.9573,3000.0,287bf77ec,0.9968916773796082,0
287bf77ec_195,2,1,8.832,468.75,10.607999999999999,3000.0,287bf77ec,0.991868257522583,0
288e5d13f_196,3,1,14.3893,1031.25,15.1307,2812.5,288e5d13f,0.6424230933189392,0
28d37d1de_197,22,1,35.8347,10687.5,37.44,13687.5,28d37d1de,0.9983417987823486,0
28fd95f7f_198,11,1,24.8802,1808.79,26.018,5684.77,28fd95f7f,0.9999409914016724,0
29127020a_199,3,1,25.12,1031.25,25.8613,2812.5,29127020a,0.9146931767463684,0
295f49a04_200,10,1,38.0401,947.461,40.484,10852.7,295f49a04,0.9992634654045105,0
29b82a129_201,19,1,48.9333,281.25,50.4853,2812.5,29b82a129,0.9982308745384216,0
2a1bb0557_202,14,1,3.696,3750.0,3.968,6468.75,2a1bb0557,0.9989820122718811,0
2a3c1f921_203,0,1,46.8587,5906.25,47.6533,8250.0,2a3c1f921,0.9996304512023926,0
2a69408f6_204,5,1,41.37600000000001,4781.25,43.728,10406.2,2a69408f6,0.966896653175354,0
2a7ed55d4_205,5,1,7.3013,4781.25,9.6533,10406.2,2a7ed55d4,0.9999868869781494,0
2a94d4b86_206,23,1,24.1488,7235.16,30.2324,11283.4,2a94d4b86,0.9956614375114441,0
2b9c8d234_207,8,1,37.5413,3750.0,41.663999999999994,5531.25,2b9c8d234,0.7449226379394531,1
2bb539997_208,7,1,26.0907,4687.5,29.232,11437.5,2bb539997,0.6882460117340088,0
2bcddf9a5_209,3,1,20.976,1031.25,21.7173,2812.5,2bcddf9a5,0.030232902616262436,1
2bcddf9a5_210,5,1,16.4693,4781.25,18.8213,10406.2,2bcddf9a5,0.9984166622161865,0
2bf32cf03_211,8,1,21.0347,3750.0,25.1573,5531.25,2bf32cf03,0.022306274622678757,1
2c2127b9e_212,5,1,9.808,4781.25,12.16,10406.2,2c2127b9e,0.987467885017395,0
2c6ba715f_213,21,1,43.69600000000001,3281.25,44.7893,4125.0,2c6ba715f,0.917885422706604,0
2c97a8020_214,17,1,44.9547,1312.5,51.408,3937.5,2c97a8020,0.6495405435562134,1
2cd094d21_215,12,1,51.2107,562.5,54.3467,3281.25,2cd094d21,0.6927952170372009,1
2cd09cfab_216,11,1,57.3939,1808.79,58.5317,5684.77,2cd09cfab,0.9992280006408691,0
2ce34e1b6_217,16,4,55.29600000000001,3093.75,57.1307,4593.75,2ce34e1b6,0.9995098114013672,0
2cf89ef6b_218,1,1,24.0,3843.75,24.896,5625.0,2cf89ef6b,0.9952539205551147,0
2d09eb065_219,19,1,45.5627,281.25,47.1147,2812.5,2d09eb065,0.9997244477272034,0
2d09eb065_220,15,1,7.007999999999999,93.75,10.352,1125.0,2d09eb065,0.8528054356575012,1
2d50db2b1_221,11,1,0.8707,1808.79,2.0085,5684.77,2d50db2b1,0.9421829581260681,0
2dacf9479_222,21,1,48.688,3281.25,49.7813,4125.0,2dacf9479,0.9410808086395264,0
2dc763e67_223,2,1,15.7707,468.75,17.5467,3000.0,2dc763e67,0.9951327443122864,0
2dc763e67_224,2,1,26.1493,468.75,27.9253,3000.0,2dc763e67,0.9911336302757263,0
2dc763e67_225,2,1,6.2987,468.75,8.0747,3000.0,2dc763e67,0.9984595775604248,0
2df1f109b_226,13,1,8.0267,93.75,8.6507,843.75,2df1f109b,0.9866310954093933,0
2e40b2294_227,0,1,56.7307,5906.25,58.0213,7500.0,2e40b2294,0.9127534031867981,0
2e6758f3e_228,9,1,51.4507,1125.0,54.256,5250.0,2e6758f3e,0.3782927393913269,1
2e698aba5_229,23,4,4.0229,6459.96,11.9467,11627.9,2e698aba5,0.9926542043685913,0
2e7bc0749_230,22,1,23.9093,10687.5,25.5147,13687.5,2e7bc0749,0.9991645812988281,0
2eb098e76_231,3,1,28.5547,1031.25,29.296,2812.5,2eb098e76,0.008812242187559605,1
2eb098e76_232,2,1,20.8693,468.75,22.6453,3000.0,2eb098e76,0.9999575614929199,0
2eb098e76_233,2,1,24.9653,468.75,26.7413,3000.0,2eb098e76,0.999981164932251,0
2ec1b3167_234,13,1,56.9973,93.75,57.6213,843.75,2ec1b3167,0.9967963099479675,0
2ed5af143_235,4,1,57.792,2343.75,59.648,4218.75,2ed5af143,0.9872109889984131,0
2ef429016_236,4,1,38.7787,2343.75,40.6347,4218.75,2ef429016,0.9986540079116821,0
2f40810b2_237,16,4,45.9573,3093.75,47.792,4593.75,2f40810b2,0.9801437258720398,0
2f594b20f_238,15,1,40.0427,93.75,43.3867,1125.0,2f594b20f,0.999890923500061,0
2fc2eca0c_239,9,1,52.9333,1125.0,55.7387,5250.0,2fc2eca0c,0.39548519253730774,1
2febbdfc5_240,15,1,15.4613,93.75,18.8053,1125.0,2febbdfc5,0.9967344403266907,0
2ffaa6c02_241,15,1,53.3173,93.75,56.6613,1125.0,2ffaa6c02,0.921090304851532,0
304141997_242,1,1,40.0693,3843.75,40.9653,5625.0,304141997,0.9975548386573792,0
304b4b5fd_243,21,1,0.9013,3281.25,1.9947,4125.0,304b4b5fd,0.07391389459371567,1
3051fc9d0_244,15,1,38.0693,93.75,41.4133,1125.0,3051fc9d0,0.49405714869499207,1
305ff00d1_245,14,1,49.856,3750.0,50.128,6468.75,305ff00d1,0.9997543692588806,0
306f98294_246,19,1,10.2933,281.25,11.8453,2812.5,306f98294,0.9996740818023682,0
30cd416ed_247,13,1,46.6773,93.75,47.3013,843.75,30cd416ed,0.9978606104850769,0
31259d9d5_248,0,1,24.496,5906.25,25.7867,7500.0,31259d9d5,0.9336057305335999,1
321c09a90_249,20,1,56.1333,2343.75,59.5733,5718.75,321c09a90,0.9870835542678833,1
32278292a_250,3,1,27.3067,1031.25,28.048000000000002,2812.5,32278292a,0.0763101801276207,1
3296a3827_251,6,1,55.328,562.5,57.3493,3187.5,3296a3827,0.9999963045120239,0
3346f84ee_252,11,1,36.0548,1808.79,37.1926,5684.77,3346f84ee,0.9992651343345642,0
33d0f2685_253,16,4,37.936,3093.75,39.7707,4593.75,33d0f2685,0.9576898813247681,0
33d0f2685_254,16,4,55.983999999999995,3093.75,57.8187,4593.75,33d0f2685,0.953048586845398,1
340c7f964_255,15,1,53.8347,93.75,57.1787,1125.0,340c7f964,0.7673059701919556,1
34340b225_256,23,4,15.865,6459.96,23.7888,11627.9,34340b225,0.9923222661018372,0
34340b225_257,5,1,39.872,4781.25,42.224,10406.2,34340b225,0.8456994891166687,1
3458e20b8_258,10,1,10.4432,947.461,12.8871,10852.7,3458e20b8,0.9962610602378845,0
349095631_259,0,1,28.432,5906.25,29.2267,8250.0,349095631,0.9982694387435913,0
349095631_260,9,1,16.2293,843.75,19.792,5718.75,349095631,0.20263275504112244,1
3508bf762_261,22,1,17.8027,10687.5,19.408,13687.5,3508bf762,0.9985112547874451,0
3513db2b8_262,21,1,23.8827,3281.25,24.976,4125.0,3513db2b8,0.025631478056311607,1
352056163_263,13,1,32.8587,93.75,33.4827,843.75,352056163,0.9998757839202881,0
352bc8d36_264,21,1,2.256,3281.25,3.3493,4125.0,352bc8d36,0.061453722417354584,1
35675af70_265,23,1,53.1389,7235.16,59.2225,11283.4,35675af70,0.9889577031135559,0
356b93991_266,18,1,7.4667,3187.5,8.16,5062.5,356b93991,0.21846002340316772,1
35844fa7f_267,6,1,20.4,562.5,22.544,4406.25,35844fa7f,0.9988069534301758,0
35a7c2277_268,22,1,16.3307,10687.5,17.936,13687.5,35a7c2277,0.9979718327522278,0
35b60a4a0_269,13,1,14.0747,93.75,14.6987,843.75,35b60a4a0,0.9891200065612793,0
35f9c5c38_270,5,1,38.1227,4781.25,40.4747,10406.2,35f9c5c38,0.1843193620443344,1
3647cd276_271,15,1,54.832,93.75,58.176,1125.0,3647cd276,0.9952539205551147,0
364e9b5e7_272,16,4,28.3147,3093.75,30.1493,4593.75,364e9b5e7,0.9797275066375732,0
368be0579_273,3,1,55.232,1031.25,55.9733,2812.5,368be0579,0.2507967948913574,1
3710abba6_274,0,1,49.2373,5906.25,50.528,7500.0,3710abba6,0.9976969361305237,0
373f470c4_275,11,1,5.7469,1808.79,6.8847,5684.77,373f470c4,0.9999797344207764,0
