recording_id,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23
02c30604d,-7.341352272033691,-5.345301914215088,-3.846981906890869,-1.2040598511695861,-5.606600570678711,-3.2499872207641602,-2.0533698558807374,0.5509581536054611,-7.712087631225586,-2.216210222244263,-2.744688892364502,-1.527406680583954,-3.851167917251587,-5.251373958587647,-2.927465534210205,-2.6596428394317626,-1.990610933303833,-0.9915003299713134,-5.959344577789307,-2.9724807262420656,-1.3354666113853455,-7.288698482513428,-2.139465355873108,-0.6825612366199494
02dbcc383,-2.2380951285362243,-5.112570667266846,-6.277895069122314,-1.316643488407135,-5.143995952606201,-2.1871266603469848,-6.079810237884521,-4.7002400875091555,-4.63264684677124,-4.0838977813720705,-5.835420799255371,-6.91539888381958,1.2268955707550049,-4.866038465499878,-3.674512529373169,-6.471858882904053,-5.997015380859375,-6.626789951324463,-1.3588455617427826,-6.060353469848633,-5.873696994781494,-4.997882556915283,-4.162829828262329,-1.9840702056884765
0303dee3c,-4.216947603225708,-0.543756365776062,-4.850817394256592,-1.2986355066299438,-1.5779621303081512,-3.730988645553589,-4.788638114929199,-2.3103328466415407,-2.3916321635246276,-2.4586517333984377,-4.304903793334961,-5.248460674285889,-1.5434147000312806,-3.247425413131714,0.273005573451519,-5.146496915817261,-3.2564886569976808,-4.934564304351807,-2.9950305461883544,-4.335006904602051,-4.625229549407959,-1.8814197063446045,-2.822790575027466,-1.5948153495788575
034f46152,-3.3668306350708006,-4.7973143577575685,-0.9481543779373169,-1.589827537536621,-3.3930550098419188,-2.2459582805633547,-1.3588821530342101,-4.021731853485107,-4.805679416656494,-1.6482991218566894,-1.4598773002624512,-2.8392998218536376,-1.5816805183887481,-5.773811149597168,-2.5075011253356934,-5.27721848487854,-3.8312190532684327,-2.1691239356994627,-3.1304036140441895,-0.8140465617179871,-3.001607942581177,-4.752907180786133,-2.584234118461609,-1.4713413834571838
037460d90,-8.703281784057618,-0.15188685655593873,-6.24184513092041,-1.379683792591095,-3.9383880615234377,-6.25954418182373,-8.279129791259766,-4.41825909614563,-3.6893563747406004,-3.382397174835205,-7.0055317878723145,-7.028467178344727,-3.4557912349700928,-2.221606397628784,-4.648482942581177,-6.269407176971436,1.2346855401992798,-3.773588466644287,-6.964179992675781,-5.247750282287598,-5.486388778686523,-1.7242958307266236,-4.545540142059326,-4.530739212036133
039395460,-4.400143241882324,-3.329469156265259,-2.4376194000244142,-2.117092728614807,-4.4574547290802,-3.167012929916382,-0.6593004465103149,-2.469830131530762,-4.329534006118775,-1.583040714263916,-1.5312530159950257,-1.0811959028244018,-3.6155369758605955,-5.652650594711304,-2.486475944519043,-4.445214462280274,-4.0047331809997555,-1.1724090278148651,-3.6721930027008063,-1.44666348695755,-1.4944912433624267,-4.536787605285644,-1.284889006614685,-1.2760743379592896
039892ae3,-8.852323150634765,-3.947887420654297,-4.917643928527832,-1.5531657218933106,-6.499223804473877,-2.990803289413452,-3.8480981826782226,0.43875696063041686,-7.526487827301025,-3.1404449939727783,-3.9620619773864747,-2.376970362663269,-4.195695590972901,-4.932619285583496,-5.4860179901123045,-2.234139084815979,0.7218689829111099,-1.227628767490387,-7.627278232574463,-3.607487678527832,-2.0676551818847657,-8.580582618713379,-3.7114930629730223,-2.307637906074524
03a06a709,-5.125179576873779,-7.282295036315918,-3.8992949962615966,-3.1403138637542725,-6.8883442878723145,-3.6589678287506104,-0.38288449719548223,-4.718628692626953,-8.360245704650879,-2.2056479930877684,-1.511484158039093,-1.853984785079956,-5.498576641082764,-9.479101371765136,-4.074220752716064,-7.158173370361328,-6.885959625244141,-2.3195432662963866,-5.583689403533936,-2.1431901931762694,-2.0463066577911375,-8.636068534851074,-1.7047619342803955,-1.372482168674469
03a9a5b2a,0.45070820748806,-6.344338321685791,-5.601303577423096,-2.2516016244888304,-4.083834886550903,-1.6081660270690918,-3.6133296489715576,-3.922198009490967,-4.07526273727417,-4.28177924156189,-3.271628713607788,-5.490244674682617,-0.31669185757637025,-5.864080333709717,-1.6760430812835694,-6.273837375640869,-7.376591300964355,-6.162009906768799,0.7630550980567932,-3.8794729709625244,-4.9649499416351315,-4.2199170112609865,-3.9318657875061036,-1.6114128828048706
03d0c7428,-0.9039918899536132,-5.019829368591308,-4.840626239776611,-1.3710764527320862,-4.010361385345459,-2.3388418197631835,-2.9103019714355467,-3.6930896759033205,-5.361159992218018,-3.0072210311889647,-3.940655565261841,-4.5204325199127195,-1.091242605447769,-4.999812173843384,-0.13348764777183533,-5.753304529190063,-4.985038185119629,-4.124203443527222,-0.12583795115351676,-3.797172737121582,-3.4642130851745607,-3.0850616693496704,-3.405848741531372,-1.9570425510406495
03f5a4505,-3.5804006099700927,-3.0200710773468016,-5.0502830982208256,-1.9416390657424927,-3.6978397369384766,-3.883629846572876,-6.223708152770996,-5.7322235107421875,-0.7275616824626923,-3.3840752601623536,-6.348171520233154,-7.583184909820557,1.9042110443115234,-3.7410019874572753,-5.337718200683594,-5.923640346527099,-5.530792713165283,-6.4420655250549315,-3.0481314659118652,-5.61117115020752,-6.236022090911865,-3.5979039669036865,-2.8909152030944822,-3.668824243545532
03f8931a1,-9.416010665893555,-5.377990436553955,-4.434268426895142,-1.7592654943466186,-6.91873025894165,-3.8673110961914063,-3.829133987426758,0.590022400021553,-8.964585876464843,-3.043519115447998,-3.7030975818634033,-0.5486993461847305,-4.704356050491333,-5.074874401092529,-5.4642292022705075,-1.291006600856781,-0.0989787735044956,-0.5854567276313901,-8.475982761383056,-3.3004416942596437,-1.6348348021507264,-9.634604167938232,-4.19278769493103,-3.0446653842926024
04053cd3e,-0.5995164752006531,-2.3907865047454835,-6.3436788558959964,-2.378026008605957,-1.7882984399795532,-4.786476707458496,-6.02870283126831,-6.370362091064453,0.4486066520214081,-3.5899616718292235,-6.605022716522217,-7.944153308868408,1.3468561053276062,-3.438263177871704,-1.821017074584961,-6.333965301513672,-6.763652706146241,-7.633598041534424,0.20181936398148537,-6.370440864562989,-6.883312606811524,-2.074852705001831,-3.1402093887329103,-3.4592055320739745
040d4f0d5,-3.5546205043792725,-5.636003208160401,-6.64628324508667,-1.7317517280578614,-3.1154253482818604,-2.6929347991943358,-4.4382195472717285,-3.4842849254608153,-5.431682109832764,-3.3797340393066406,-5.191440868377685,-6.115577316284179,-1.741206407546997,-3.3052259922027587,2.507885956764221,-4.880278444290161,-6.231656742095947,-5.861469841003418,-2.2354861736297607,-5.384251308441162,-4.981939458847046,-2.063855767250061,-5.093683195114136,-0.8813388347625732
042a6c838,-4.616839361190796,-1.1548745036125183,-4.480350923538208,-0.9309033989906311,-2.1423259496688845,-4.481216764450073,-6.172776603698731,-2.9104119300842286,-4.454849195480347,-3.0852635383605955,-5.365934371948242,-6.361917114257812,-3.4170952320098875,0.448888885974884,-3.1135301113128664,-0.9677082180976868,-2.243399906158447,-4.119378757476807,-4.4129537582397464,-4.5123950958251955,-5.103741979598999,-3.783218431472778,-3.235761833190918,-3.6426974296569825
044173e0d,-3.809218692779541,-4.1610616683959964,-3.460033321380615,-1.7606311082839965,-4.87023286819458,-2.1311635732650758,-2.077284908294678,-3.707469606399536,-4.815295028686523,-1.7230168104171752,-2.7986631870269774,-3.9550424098968504,-3.3062360286712646,-5.762143611907959,-2.7469112396240236,-5.171129989624023,-3.9287369728088377,-2.236078143119812,-3.9101696491241453,-2.509575438499451,-1.8799970149993896,-5.140654373168945,-1.7813188314437867,-2.097746694087982
04496d53a,-8.037810134887696,-6.516311550140381,-6.102912139892578,-2.7135058403015138,-8.006510257720947,-3.8575666427612303,-2.053582525253296,0.3650874435901642,-8.758056449890137,-3.0144955635070803,-3.275985050201416,-1.5753579497337342,-6.05092420578003,-7.456077194213867,-4.38733401298523,-2.9409728050231934,-3.453088808059692,-1.6698590040206909,-6.952436923980713,-3.5684163570404053,-1.0690410733222961,-9.343692970275878,-3.2198612689971924,-1.9072735786437989
0465bce22,-3.7674959182739256,-4.580273914337158,-5.071408653259278,-1.2682166814804077,-3.790279912948608,-3.443801736831665,-3.425942087173462,-2.903870677947998,-5.620281505584717,-2.535481882095337,-4.5261846542358395,-4.260679912567139,-3.0708908081054687,-2.867871952056885,1.8111305952072143,-2.9035564422607423,-4.342249774932862,-3.7554008960723877,-2.507627534866333,-3.961277389526367,-3.5640535831451414,-2.130990242958069,-4.242305898666382,-2.2757513523101807
047a7c4bf,-3.2704034805297852,-6.120202827453613,-3.767213010787964,-2.212113356590271,-4.277220964431763,-0.6951194375753402,0.2366715552285313,-3.6108110427856444,-6.087977695465088,-1.7535746097564697,-1.7187145471572876,-1.9743429660797118,-3.3640558242797853,-6.839433574676514,-3.197313356399536,-6.3278406143188475,-4.913005447387695,-1.5221548914909362,-3.304923915863037,-2.093379354476929,-2.667453336715698,-5.806190013885498,-2.316866707801819,0.7784309625625611
048b0a17d,-3.293836069107056,-5.001978015899658,-4.322093105316162,-2.793260431289673,-4.788263273239136,-1.925929307937622,-0.014295914769172668,-3.5997262477874754,-6.089303302764892,-2.2741422414779664,-1.8725245475769043,-2.634129595756531,-3.7820819854736327,-6.925988578796387,-2.400054097175598,-6.575951385498047,-6.627260494232178,-2.934158515930176,-2.825712776184082,-2.015108323097229,-2.1071221590042115,-4.978043556213379,-1.6404744625091552,1.9047877192497253
048b8700d,-6.754008960723877,-5.873251152038574,-4.032601404190063,-2.0669596433639525,-6.586295032501221,-2.6613802194595335,-0.2962126284837722,-1.910381293296814,-7.95407543182373,-1.5917550802230835,-1.7557462453842163,-0.3493011273443699,-5.237794589996338,-7.368886661529541,-3.500886249542236,-4.034098672866821,-2.2733964681625367,-0.07051335275173187,-6.428078365325928,-2.327951121330261,-1.4832962512969972,-7.943823146820068,-2.609081816673279,-0.7151332914829254
04997b478,-7.913095283508301,-0.23732813000679015,-5.968475818634033,-1.3765109181404114,-4.421446228027344,-6.49879732131958,-7.41826753616333,-4.605711603164673,-5.086136031150818,-3.073791027069092,-6.565668296813965,-5.861367797851562,-3.7717241287231444,-2.5438695430755613,-4.545898485183716,-6.363271236419678,1.5233144879341125,-3.3353095054626465,-6.183516597747802,-4.926921367645264,-5.26503849029541,-4.437589693069458,-4.232852268218994,-4.838933324813842
04aa83271,-9.044726467132568,0.29038013815879815,-5.739957046508789,-1.8768942594528197,-4.816109704971313,-5.683859920501709,-6.567895793914795,-3.9573639392852784,-6.382992935180664,-3.583621072769165,-5.431812191009522,-4.8937912940979,-4.918984699249267,-3.5828453063964845,-6.4264037132263185,-5.86113977432251,1.1710882782936096,-3.5576475858688354,-7.967403316497803,-4.112627363204956,-4.819760513305664,-7.024398326873779,-3.384582018852234,-4.336736679077148
04aef0297,-5.466212558746338,-5.043840932846069,-6.9014918327331545,-2.234004998207092,-2.224058818817139,-5.161275434494018,-6.4562843322753904,-5.256124591827392,-5.759366226196289,-3.865140438079834,-5.5698450088500975,-7.234887218475341,-3.9439506053924562,-3.6685375690460207,2.8817452907562258,-8.15979881286621,-7.279187202453613,-7.041195201873779,-3.034861922264099,-5.589910411834717,-5.983998489379883,-1.182878389954567,-4.530151081085205,-2.8285578727722167
04e21ba1b,-7.332461166381836,-4.716862201690674,-4.788461780548095,-1.8233218908309936,-5.4514330387115475,-4.09627742767334,-1.1991479635238647,-2.7835190296173096,-6.545467853546143,-2.142787528038025,-2.745244026184082,-2.4894131422042847,-4.5172693729400635,-4.804142475128174,-2.2690781474113466,-2.594414305686951,-2.2136877536773683,-0.7626579493284226,-5.57913761138916,-2.724645566940308,-1.7662864923477173,-5.484968185424805,-3.0251841068267824,-2.061513340473175
04f07f088,-5.023021554946899,-1.5727368712425231,-5.529708671569824,-1.9693013668060302,-0.6595749527215957,-5.7554192543029785,-8.562037658691406,-6.377606678009033,-4.244094038009644,-3.4542941570281984,-6.592159557342529,-9.517595863342285,-4.998293209075928,-2.6863306045532225,-3.490828514099121,-7.750465774536133,-7.0024761199951175,-7.962787437438965,-4.94082989692688,-6.388105773925782,-8.19538745880127,-2.2879922181367873,-3.3375056266784666,-5.39201078414917
052b35029,-8.150597763061523,-6.843547630310058,-0.40182204246520997,-2.117181348800659,-7.010506439208984,-2.0113598823547365,-2.655003547668457,-1.5164265275001525,-9.17411413192749,-2.701642370223999,-0.3487428717315197,-2.360933756828308,-5.153861808776855,-7.99751033782959,-5.658529663085938,-4.566542720794677,-4.030430459976197,-1.0041347324848175,-7.452675819396973,-0.5520576596260071,-1.990027952194214,-9.060976219177245,-2.8466464996337892,-2.505356454849243
053f5fe34,-6.075865030288696,-1.7899638175964356,-7.514786148071289,-2.087519335746765,-2.667378616333008,-5.220537281036377,-5.80012731552124,-4.753122615814209,-3.377466344833374,-3.246727705001831,-5.863286876678467,-7.1427757263183596,-3.4009357929229735,-5.195249843597412,2.573025035858154,-7.125275993347168,-6.671473407745362,-6.421661281585694,-3.7939858436584473,-6.356107139587403,-6.0896505355834964,-2.251725912094116,-3.8000606060028077,-1.4996322393417358
059859ca1,-3.8950210094451903,-2.844580888748169,-2.805695152282715,-1.6728565216064453,-3.15409893989563,-3.434781312942505,-2.396266222000122,-2.8102120876312258,-4.345603322982788,-1.8582705974578857,-2.7812544822692873,-3.580033779144287,-3.530781698226929,-1.796197533607483,0.5859839618206024,-2.5069337844848634,-4.503179836273193,-2.4789769411087037,-2.817854714393616,-2.3839072704315187,-1.994693636894226,-1.6302311658859252,-0.6206155806779862,-1.7125984191894532
05d2c9fbc,-5.84375524520874,-1.1464481830596924,-0.5753721829503775,-1.2681401133537293,-4.275778293609619,-1.8660545825958252,-3.4385994911193847,-0.925200879946351,-4.577712917327881,-2.3550207138061525,-2.0669903993606566,-3.387759971618652,-2.993630218505859,-4.229223012924194,-4.484941673278809,-3.772154712677002,-2.4765174627304076,-1.581894588470459,-6.192692756652832,-2.0718561887741087,-3.0554574489593507,-5.5811341285705565,-2.0664452075958253,-2.0967848539352416
06011bbad,-6.372748851776124,-7.723883438110351,-4.2495115280151365,-3.223238945007324,-7.224632453918457,-3.128012013435364,-0.6578422009944915,-2.3613025903701783,-9.022038078308105,-2.257687544822693,-1.6376710891723634,0.25839885473251345,-6.005098533630371,-8.37416763305664,-4.249024772644043,-1.6224095582962037,-5.915796852111816,-1.9475154638290406,-6.423082447052002,-2.4281058073043824,-1.0068215250968933,-8.706688022613525,-1.7533065319061278,-1.1900411605834962
06355ced6,-7.342154502868652,-5.297545146942139,-3.5697827339172363,-1.987182354927063,-6.027050971984863,-3.4918251991271974,-2.3019227981567383,-3.6253429412841798,-7.3561101913452145,-1.7572887659072876,-3.071798849105835,-3.2603707313537598,-4.981677722930908,-6.544925212860107,-3.6791208744049073,-5.938520526885986,-1.6619854688644409,-1.2319105237722396,-6.463336753845215,-2.8998310804367065,-2.027487349510193,-7.186775875091553,-3.019585299491882,-2.408012270927429
0637cd357,-7.256443023681641,-8.371780490875244,-4.027202033996582,-3.683385896682739,-8.127188587188721,0.6693169951438903,-1.5035306930541992,-2.8388553142547606,-9.904424285888672,-3.4903353214263917,-0.2906437382102013,-1.8184288680553435,-7.113778305053711,-10.427257537841797,-5.859063816070557,-6.009960651397705,-6.435749149322509,-2.4177414655685423,-7.979699516296387,-1.6577223300933839,-2.1009398460388184,-10.25850772857666,-1.8832361459732057,-0.6682383298873902
06677c2a1,-3.0572644233703614,-3.4506719589233397,-6.336927032470703,-1.8435769081115723,-4.274089717864991,-2.8188876152038573,-5.889234924316407,-4.8841550827026365,0.4686896979808807,-3.602089548110962,-6.126418113708496,-7.5607202529907225,1.3369951605796815,-4.2853296279907225,-4.586942529678344,-6.622680377960205,-5.7447408676147464,-6.523129653930664,-1.635522198677063,-6.106139087677002,-5.990471744537354,-2.3183870553970336,-3.7573418617248535,-2.1680684328079223
06d3bbdd6,-2.4537978887557985,-2.718225836753845,-3.3117458820343018,-1.7991225481033326,-2.247864270210266,-4.4536689758300785,-6.085404014587402,-6.27417221069336,-0.4788031801581383,-3.0266740798950194,-5.439281940460205,-8.01597204208374,0.9215212658047676,-2.623487448692322,-2.822749948501587,-7.268583488464356,-6.715544033050537,-6.393585681915283,-1.6805514335632323,-3.728487014770508,-6.779539775848389,-0.6092219393700361,-3.452805519104004,-3.7676352500915526
06ee4df67,-5.093194389343262,-4.2460753440856935,-3.4136767864227293,-1.6710999488830567,-2.036811876296997,-3.378062677383423,-2.4287537574768066,-0.7789682626724244,-4.962392950057984,-2.362993001937866,-1.8273359775543212,-2.59985466003418,-4.202669477462768,0.6826619252562522,0.869940173625946,0.9055710077285767,-3.741318464279175,-1.8267077088356019,-3.2557320594787598,-2.479067850112915,-2.3744174003601075,-2.46644389629364,-2.4862033843994142,-0.9321112513542176
0724b938e,-5.4068998336792,-7.975726795196533,-4.337803220748901,-3.647464656829834,-7.348137092590332,-1.6539815425872804,-0.4780933350324631,-3.6459006309509276,-8.406402683258056,-2.72084584236145,-0.49856854528188704,-2.623946785926819,-5.307208681106568,-10.45020809173584,-4.971942567825318,-7.626999092102051,-7.809867095947266,-3.2167142391204835,-6.0351897239685055,-2.1273966073989867,-2.6192670345306395,-8.821525192260742,-2.1733473777770995,0.17546818256378174
0728b2d37,-3.663049507141113,-6.895696640014648,-3.667264986038208,-2.801944446563721,-5.953612804412842,-1.517240858078003,-0.38809621930122373,-3.6214766979217528,-7.195301818847656,-2.1024653196334837,-1.7460216164588929,-3.2255294561386108,-4.5254542350769045,-8.560153770446778,-3.599481630325317,-6.912982082366943,-6.979142189025879,-3.1969535827636717,-4.734595155715942,-1.829217255115509,-2.9740806102752684,-7.401702117919922,-2.2554761171340942,2.4940680146217344
0769cc41f,-9.390555667877198,-3.138385200500488,-4.9935798168182375,-1.6099436044692994,-5.360690307617188,-4.295398712158203,-5.545397853851318,-2.1568209409713743,-8.27673511505127,-2.9210054159164427,-4.426467418670654,-2.8857490539550783,-5.26664628982544,-4.860972690582275,-4.384852933883667,-5.802476310729981,2.425183343887329,-1.0881296038627624,-7.224225997924805,-3.7541664600372315,-3.1783547401428223,-6.934605312347412,-4.975744915008545,-3.6510338306427004
076d267e9,-2.602400374412537,-5.985871410369873,-6.76778564453125,-2.4481519222259522,-3.7848063468933106,-4.283445739746094,-6.271188545227051,-6.342362785339356,-3.5430192947387695,-4.402121877670288,-6.962814998626709,-8.401855564117431,2.098986339569092,-4.789434099197388,-4.025377464294434,-8.006768703460693,-7.883333492279053,-8.242059135437012,-0.7197828233242035,-6.697047996520996,-7.435942459106445,-3.9241901874542235,-4.0798829078674315,-3.0817918300628664
07758f213,-7.952696895599365,-7.412670993804932,-5.016864681243897,-2.5005075931549072,-7.096722507476807,-3.9698419094085695,-0.9269579887390137,-2.075172448158264,-9.746349906921386,-1.9904619872570037,-2.8009966373443604,0.32305147051811217,-6.272435283660888,-9.178248405456543,-4.246901178359986,-5.675549411773682,-3.6837182521820067,-0.44383706618100405,-6.90614948272705,-3.310746955871582,-1.4691063165664673,-9.475250053405762,-3.398352336883545,-2.2657276391983032
07d477123,-1.9921736240386962,-1.2321494102478028,-3.5858659744262695,-1.2956058263778687,-3.8423548221588133,-2.140344190597534,-2.945437526702881,-3.8515477657318113,0.41047510504722595,-2.3956800937652587,-3.6484260082244875,-4.959560298919678,-0.13507593423128128,-3.9704612255096436,-2.864554929733276,-5.1124584674835205,-3.764474630355835,-3.476515197753906,-2.235100603103638,-3.1334936380386353,-3.4798392772674562,-3.147376012802124,-1.4346094846725463,-1.1355726838111877
07e8a69a4,-4.362246894836426,-4.536351108551026,-2.7055503845214846,-1.7781334161758422,-5.337782096862793,-0.996261328458786,-2.043908429145813,-3.3667206287384035,-5.850790500640869,-1.672016429901123,-1.9838650465011596,-3.8048070907592773,-3.868960475921631,-6.121210193634033,-3.271225595474243,-5.317727184295654,-4.138037633895874,-1.9971826314926147,-4.72717056274414,-1.7951801776885987,-1.9460290193557739,-6.249601078033447,-1.9356650590896607,-1.5682987451553345
0882a07d2,-1.639466691017151,-4.886845588684082,-4.070956230163574,-2.535194444656372,1.1147939711809158,-4.292107963562012,-5.851267766952515,-5.705580520629883,-2.520172929763794,-3.29408655166626,-5.1327025413513185,-6.526901912689209,-0.08481511920690536,0.2431913822889328,-4.975035810470581,-4.531306886672974,-6.084881401062011,-6.162551593780518,-0.9297254860401154,-3.933928108215332,-6.503898429870605,-3.1680796146392822,-4.09845085144043,-4.635881948471069
08aaf51a8,-3.0447906017303468,-0.23244962096214294,-1.3956501722335815,-1.4207154512405396,-3.1307301044464113,-1.8507182836532592,-1.381588888168335,-2.919319581985474,-1.5309485793113708,-1.4926236152648926,-1.0692297220230103,-2.662569284439087,-1.2485254645347594,-2.261594772338867,-1.9052020072937013,1.0842983365058898,-2.025659513473511,-1.2070735692977905,-3.1237934112548826,-0.9215245604515075,-2.3606818675994874,-3.167338466644287,-1.0458709955215455,-0.10524436831474304
